Time_Steps,Real_SOC,Predicted_SOC
321,0.1767704532082277,0.17265637
322,0.17295205378650025,0.1690153
323,0.1691181140175264,0.16501604
324,0.16529140075096405,0.16078351
325,0.16146572832606865,0.1570115
326,0.15762065806130188,0.15331544
327,0.1537883445336371,0.1495262
328,0.14996082801540989,0.14584269
329,0.14612820686362227,0.14156231
330,0.14230090466120293,0.1379411
331,0.1384754285349873,0.13445415
332,0.13464083291496542,0.13077286
333,0.13082958637613995,0.12669407
334,0.12699113670846918,0.12299071
335,0.12314849893974655,0.11890729
336,0.11933574334770869,0.11548744
337,0.11550622071389105,0.11230993
338,0.11167945404054613,0.10851061
339,0.10785308511778202,0.10481237
340,0.10401026431716398,0.101197824
341,0.10018202273352439,0.09741044
342,0.09635090097140919,0.09342168
343,0.09251933396586753,0.08965655
344,0.0886988566704312,0.08588688
345,0.08486846290591876,0.08167182
346,0.08102626401464297,0.077734634
347,0.07717442201893387,0.073612586
348,0.07335676599535779,0.07048829
349,0.06954109894172378,0.066981405
350,0.06571910681609028,0.06367256
351,0.06191003055478406,0.060211524
352,0.05806902698307326,0.05664593
353,0.05424516220644415,0.052756473
354,0.05042093960176541,0.04841046
355,0.04657413701136648,0.043951333
356,0.04274412714778697,0.039455444
357,0.03892235706881497,0.03624983
358,0.03508809121761969,0.032988593
359,0.031256566971588184,0.029635414
360,0.027420613799810756,0.026084617
361,0.023526387334605214,0.022162281
362,0.019634802871337675,0.01789064
363,0.015725949814486717,0.01304128
364,0.011844585992385137,0.008024596
365,0.007924651533713467,0.003830105
366,0.004022169965426592,0.00010944903
367,0.00011638153625670444,-0.004035875
368,0.00011505282489332469,0.0014458373
369,0.00011438461887458562,0.0001924783
370,0.00010832454161036065,-0.0009792745
371,0.00010712815509739126,-0.0017118603
372,0.00010393615455428495,-0.0015773103
373,0.0001037756406785384,-0.0014380589
374,0.00010178445784025936,-0.0013333857
375,9.969935786546813e-05,-0.001234144
376,9.679017842434412e-05,-0.001164496
377,9.454422337185076e-05,-0.0011294037
378,8.793188930134033e-05,-0.0011495054
379,8.400363223459717e-05,-0.0011110082
380,8.324220662891957e-05,-0.0009607449
381,7.891798942538664e-05,-0.0008484274
382,7.781399221662433e-05,-0.0007117614
383,7.601448100513775e-05,-0.0005797893
384,7.088551469436322e-05,-0.00045580417
385,6.462194900191953e-05,-0.00033694506
386,6.418280182274305e-05,-0.0002129823
387,6.143788385026827e-05,-0.00010959804
388,6.143348282372507e-05,-0.00013449043
389,5.9973008830094265e-05,-0.0002271831
390,5.2558932079005416e-05,-0.00029548258
391,4.990846983621289e-05,-0.0004246831
392,4.764768642750994e-05,-0.00050215423
393,4.732433784548906e-05,-0.00057944655
394,4.532933538714534e-05,-0.00063730776
395,4.461581734049869e-05,-0.0007206425
396,3.993257930468008e-05,-0.0007489845
397,3.8038149179908665e-05,-0.0008556321
398,3.6507755690862176e-05,-0.0008861646
399,3.467702593795696e-05,-0.0008595064
400,3.4086610858130584e-05,-0.000696443
401,3.1611670271658454e-05,-0.00051011145
402,3.099589037980355e-05,-0.00039444864
403,3.0480742542748906e-05,-0.0003466159
404,3.0165891831246405e-05,-0.00028643012
405,2.5695093412658743e-05,-0.00016538054
406,2.1426118951284323e-05,-0.000119522214
407,1.8005479370475364e-05,-8.3222985e-05
408,1.7096040109465527e-05,-6.107986e-05
409,1.1699426276434721e-05,0.00047802925
410,4.9628305732740685e-06,0.0009782612
411,0.0,0.0013817325
412,1.0,1.0034039
413,0.9999983005544683,1.0025516
414,0.9958172681867413,1.0064381
415,0.9919717316323946,0.99720764
416,0.988121217798414,0.98977923
417,0.9842705748021049,0.9834125
418,0.9804219062584617,0.9781394
419,0.9765822850196525,0.9734572
420,0.9727249358352229,0.9688754
421,0.9688650216412478,0.96520746
422,0.9650118128427855,0.9613826
423,0.9611452329629435,0.95828795
424,0.9572910549340861,0.9549515
425,0.9534377413762043,0.9519136
426,0.9495888917070044,0.948712
427,0.9457551306794377,0.9456351
428,0.9419028907373108,0.94232476
429,0.9380377016523743,0.9386716
430,0.9341920298347931,0.9345951
431,0.9303377332217455,0.9306376
432,0.926460643706771,0.9269841
433,0.9226048369743826,0.9230685
434,0.9187582629236933,0.9199234
435,0.9148959564943296,0.91656685
436,0.9110475435520975,0.91301155
437,0.9071672764237837,0.908887
438,0.9033102255050472,0.90464365
439,0.8994401810004116,0.90087295
440,0.8956066424593032,0.8969734
441,0.8917505293605814,0.89297175
442,0.887889473552243,0.8890892
443,0.8840286371377325,0.88505703
444,0.8801641324864228,0.8813265
445,0.8763005900372006,0.8772861
446,0.8724438826752416,0.87358546
447,0.868584123191027,0.8688383
448,0.8647295498470758,0.86552906
449,0.8608697483577286,0.8614421
450,0.8570301174502104,0.8574829
451,0.8531534158635108,0.85372305
452,0.8493126968816872,0.8495922
453,0.8454546538947041,0.84612375
454,0.8415727335607015,0.8419245
455,0.8377013576736677,0.8379439
456,0.8338473788240724,0.8341011
457,0.8300063511399232,0.8303329
458,0.8261539805773555,0.8265008
459,0.8222896377020378,0.82305586
460,0.8184187647423156,0.8190631
461,0.814556127449028,0.8155322
462,0.8107228300391479,0.8120351
463,0.8068544721067367,0.8073452
464,0.8030152985522787,0.8027141
465,0.7991369737451339,0.7986419
466,0.7952937469471867,0.7947221
467,0.7914185258472988,0.790712
468,0.787571118652377,0.7868358
469,0.7837175100213416,0.78280586
470,0.7798423291846688,0.77843326
471,0.7759881848409589,0.7745032
472,0.7721174505638455,0.7708882
473,0.7682777960917277,0.7666975
474,0.7644063588268761,0.76301736
475,0.7605601687898322,0.7590785
476,0.7567054693582513,0.75530124
477,0.7528501401055253,0.75092256
478,0.7489948737676753,0.7477262
479,0.7451512271532379,0.74473506
480,0.741269520313572,0.7410047
481,0.7373841155087495,0.7372847
482,0.7335371888428476,0.7336248
483,0.729688580179733,0.7297605
484,0.7258382316686305,0.72673607
485,0.7219743236334152,0.7231971
486,0.7181264498258093,0.7196428
487,0.7142696619004418,0.71616256
488,0.7103995637584626,0.71244645
489,0.7065507997539493,0.70854557
490,0.7027082483399358,0.7049813
491,0.6988318055596708,0.70112765
492,0.6949743918741312,0.6976427
493,0.6911063983962957,0.69407856
494,0.687247872838379,0.69075906
495,0.6834035906347761,0.6865586
496,0.6795448010225271,0.6825068
497,0.6756937362831165,0.67911947
498,0.6718480727037042,0.67513883
499,0.6679960486241108,0.6723075
500,0.6641435228730456,0.6687006
501,0.6602890597056297,0.66447467
502,0.6564401324525747,0.66060257
503,0.6525799444289322,0.6577201
504,0.6487309994614738,0.65333766
505,0.644860741055178,0.64988023
506,0.6410064020660473,0.6459447
507,0.6371540859180397,0.6422063
508,0.6332999365480941,0.6386679
509,0.6294590505780373,0.634682
510,0.6256039289346726,0.630648
511,0.621731703356316,0.6264628
512,0.6178897396945428,0.6223951
513,0.6140292522356526,0.61752236
514,0.610180846991276,0.6143184
515,0.6063148921821846,0.6100303
516,0.6024749693268323,0.6060113
517,0.5986254923555671,0.6016898
518,0.5947438335198127,0.5980676
519,0.5908773925914352,0.5934686
520,0.5870066527442188,0.5894993
521,0.5831478696957269,0.5850314
522,0.5793089757684475,0.580891
523,0.5754563145873876,0.57671136
524,0.5716127202021548,0.5727215
525,0.5677577709482804,0.5688747
526,0.5638793292262942,0.5648583
527,0.5600089906401764,0.5611267
528,0.5561521770424049,0.55669576
529,0.5523166971344311,0.5527432
530,0.5484549517721671,0.54878163
531,0.5445797886508684,0.5453063
532,0.5407159558848058,0.54064506
533,0.5368697205238551,0.5370829
534,0.533002466380122,0.5334169
535,0.5291517473983215,0.5298213
536,0.5253004440924971,0.52624536
537,0.5214286478305172,0.5221041
538,0.517574126298632,0.5184931
539,0.5137270504598864,0.5147028
540,0.509868840298451,0.51126176
541,0.5060046337180995,0.5076339
542,0.5021577013112029,0.50373894
543,0.49830058468432636,0.49967873
544,0.49443171456264934,0.49591827
545,0.490572029688806,0.49185067
546,0.486719996953329,0.48766768
547,0.48284130217333776,0.48416126
548,0.4789979416934005,0.4800356
549,0.47515702889431566,0.47564197
550,0.4712972496021718,0.47239208
551,0.4674177611201378,0.46866596
552,0.4635627870745702,0.46496505
553,0.4597072000629949,0.46105784
554,0.455851041238426,0.4567278
555,0.4519864717409049,0.45295686
556,0.44811947504457417,0.44904244
557,0.44427422590536336,0.44514573
558,0.44041680829863394,0.44053602
559,0.43655773174479684,0.43693697
560,0.4326910274037782,0.43259037
561,0.4288349629370367,0.4284718
562,0.4249783681288981,0.42412794
563,0.42112590224336577,0.41993177
564,0.4172769964761426,0.41660184
565,0.413413817448819,0.41260195
566,0.4095521193060818,0.40932512
567,0.4056977474293326,0.4060012
568,0.40184984116320743,0.4028172
569,0.39797445907258766,0.39995003
570,0.39411614440848153,0.39593625
571,0.3902729844495677,0.39354932
572,0.38641607401220845,0.3893764
573,0.382560992145076,0.38635343
574,0.3787006000123292,0.3827706
575,0.3748446149500818,0.37928814
576,0.3710063458633477,0.37545913
577,0.36712757569738375,0.37202567
578,0.36327133144824153,0.36836225
579,0.3594173385378623,0.36439067
580,0.35556391182485014,0.36075604
581,0.3517210870768305,0.35684973
582,0.34781950073237244,0.35348606
583,0.343960444691653,0.3485319
584,0.34009465518451376,0.3446493
585,0.3362439457533005,0.34084737
586,0.3324012403346325,0.3372574
587,0.32853872704975795,0.3328545
588,0.3246738065745709,0.3285938
589,0.32083782597426225,0.32403922
590,0.3169508520382842,0.32019264
591,0.3131022359298845,0.31613183
592,0.30925160236108495,0.31151414
593,0.3054028574994595,0.30748534
594,0.30153999055422487,0.3040288
595,0.29768351213014255,0.29967135
596,0.29382105769009126,0.29590255
597,0.2899472636438528,0.29198372
598,0.2860942032085255,0.2883832
599,0.28224696930505155,0.28439075
600,0.27839687410399483,0.28033936
601,0.27453858017069754,0.27620023
602,0.2706735285016709,0.2720858
603,0.26680630265840843,0.26815802
604,0.2629322049976801,0.26362532
605,0.25907653817241816,0.25930917
606,0.2552277177222968,0.2555213
607,0.2513874538790605,0.25097126
608,0.24750773713236063,0.24678601
609,0.24364428453990372,0.24263595
610,0.23977577518595605,0.23853888
611,0.23591938244079647,0.23532553
612,0.23206229120361999,0.23183121
613,0.22820657010087364,0.22804458
614,0.22434719997944275,0.22406955
615,0.2205017532937379,0.2202368
616,0.21663796116521838,0.21569477
617,0.2127928658088014,0.21216531
618,0.20893900000082744,0.20798905
619,0.2050701399913083,0.2044745
620,0.20120045548342735,0.20149235
621,0.19733776628725508,0.19775788
622,0.19350564187761976,0.1942404
623,0.18962986754843036,0.18998118
624,0.18575152015642815,0.18643506
625,0.18190584863000714,0.18269213
626,0.17806946219723485,0.1782672
627,0.17420546210671417,0.17504428
628,0.1703470302196224,0.17042978
629,0.1664891738463915,0.16607042
630,0.16261685159147365,0.16225477
631,0.15876378103904287,0.15810253
632,0.15490425090507487,0.15426905
633,0.15104586458873925,0.15041448
634,0.14717500073770606,0.14615828
635,0.1433304053665303,0.14222363
636,0.13946822730607067,0.13835584
637,0.1356149474220193,0.13476528
638,0.13175659712606125,0.13092966
639,0.12789994626134116,0.1271972
640,0.12403116754021559,0.12325506
641,0.12015287388186824,0.11890735
642,0.11629415260803522,0.1159136
643,0.11245637185953505,0.11254017
644,0.10861339303101758,0.10865091
645,0.10477296048060003,0.105123654
646,0.10090765229119292,0.10121727
647,0.09703708702998803,0.09751031
648,0.09319453203326866,0.09326629
649,0.08934824061861513,0.08944033
650,0.08547717292025026,0.08547576
651,0.08161499257793747,0.08148228
652,0.0777393510979103,0.07725532
653,0.07388583626188083,0.07324466
654,0.07004572378702834,0.06977494
655,0.06620141614625297,0.06679547
656,0.06232845639384288,0.06338751
657,0.05846186566095235,0.060053065
658,0.054588628645104276,0.056389347
659,0.050746131986757814,0.05240366
660,0.046896728194054216,0.048275426
661,0.04305099146439095,0.04385753
662,0.039197365717902444,0.03942448
663,0.03531855427755903,0.035980083
664,0.03144871928820803,0.032864697
665,0.02759611515062399,0.029441267
666,0.023686381430695236,0.025772735
667,0.019750966866995845,0.021797523
668,0.015834726932367205,0.01741825
669,0.011898311185598698,0.012303114
670,0.00797065107109407,0.0071598142
671,0.004065480862444737,0.0031115636
672,0.00014895559696681548,-0.00085220486
673,0.00014854303858113926,0.0009226054
674,0.00014511329746125234,-0.0005234629
675,0.00014349467107410696,-0.0014452338
676,0.00014186734261001366,-0.0015137494
677,0.00013863008471370897,-0.0013657361
678,0.00013004698941598836,-0.0012862235
679,0.0001265201681028838,-0.0011362731
680,0.00012545556610887854,-0.0011030287
681,0.00012533112273249714,-0.0011038259
682,0.00012402550555890013,-0.0011349916
683,0.00012284253982042248,-0.0010066852
684,0.00011408482807717668,-0.00085251033
685,0.00011172438836792864,-0.0006899163
686,0.00010857986629486671,-0.0005438775
687,0.00010849820977665292,-0.00040994585
688,0.00010343676630031329,-0.00028420985
689,0.00010125921669346116,-0.00015655905
690,0.00010014376867717445,-4.3071806e-05
691,9.98636356935867e-05,-8.2209706e-05
692,9.559184875762572e-05,-0.00018060952
693,9.359651164564387e-05,-0.00031509995
694,9.00774778334057e-05,-0.00037668645
695,8.785482999962291e-05,-0.00045241416
696,8.14194676082014e-05,-0.0004856363
697,7.710890382650604e-05,-0.00056103617
698,7.49758260613076e-05,-0.0006197393
699,7.289047268599358e-05,-0.0006787777
700,7.26502768668702e-05,-0.0007619783
701,6.584453205649154e-05,-0.00070474297
702,5.6388674939400474e-05,-0.0005070716
703,5.027224123455021e-05,-0.00039286166
704,4.811662512727022e-05,-0.00026737154
705,4.768537474342249e-05,-0.00011640787
706,4.634298818184668e-05,-3.5732985e-05
707,4.009079582989461e-05,0.00012619793
708,3.4551188578646475e-05,1.6510487e-05
709,2.8601181974341472e-05,5.5775046e-05
710,2.603920775812174e-05,0.0003721565
711,2.5074935345648086e-05,0.00074121356
712,1.851558588239488e-05,0.001453802
713,1.2516974795651059e-05,0.0018895864
714,1.0316459096215702e-05,0.0027335137
715,7.92945636107767e-06,0.0046365783
716,4.900817306752181e-06,0.006726131
717,0.0,0.00968001
718,1.0,1.0023991
719,0.999998049278134,1.0013753
720,0.9958238827056206,1.0071493
721,0.9919763348893001,0.9979111
722,0.988117354417589,0.9905362
723,0.9842606442710963,0.9844625
724,0.980404362330708,0.9788953
725,0.9765593190312277,0.9742358
726,0.9727052799010456,0.96981657
727,0.968851040422468,0.9658656
728,0.9649974693548118,0.9624715
729,0.9611526352247696,0.95883465
730,0.9572961231944551,0.95519245
731,0.9534367308780592,0.95174396
732,0.9495904965003075,0.94852436
733,0.945712053812902,0.9452046
734,0.9418446758878511,0.94105875
735,0.9379798164976457,0.9369178
736,0.934120834912792,0.9328605
737,0.9302714472175146,0.9288707
738,0.9264048814467066,0.9250581
739,0.9225532027293247,0.92132306
740,0.9187028389250753,0.91783345
741,0.9148357653901787,0.91384137
742,0.9109817196767211,0.9097948
743,0.9071355241729102,0.90581745
744,0.9032749677727772,0.90117157
745,0.8994171406136354,0.8980074
746,0.8955580875982091,0.8941128
747,0.8917065874377036,0.8897448
748,0.8878386756132992,0.8860561
749,0.8839716342603753,0.8821542
750,0.8801333565200977,0.8779676
751,0.8762780453267585,0.87426525
752,0.872430967483805,0.8700559
753,0.8685690864669475,0.86621094
754,0.8646998450653078,0.8622637
755,0.8608182385282572,0.8584362
756,0.8569683432984994,0.8544835
757,0.8531092076123727,0.85024345
758,0.8492404206970047,0.84659624
759,0.8453743629314028,0.8425077
760,0.8415008765547384,0.8382716
761,0.8376251455713432,0.8345505
762,0.8337717726738514,0.8301147
763,0.8299257691188342,0.82660806
764,0.826061541085165,0.8226455
765,0.8222105731902576,0.8189263
766,0.8183603913555487,0.81441736
767,0.8145111664034359,0.8101445
768,0.8106525463329389,0.8059068
769,0.8067875221781219,0.8011862
770,0.80293567885451,0.79700005
771,0.7990808210459976,0.7928981
772,0.7952201654498128,0.788521
773,0.7913607911364355,0.78401875
774,0.7874931383616829,0.77973145
775,0.7836438561975566,0.7752372
776,0.7797967402609186,0.77106017
777,0.7759325623632048,0.76724154
778,0.7720986218459125,0.76300806
779,0.7682423199881365,0.7590786
780,0.764366404819105,0.75538874
781,0.7605135714906462,0.7511327
782,0.7566292748825533,0.7479551
783,0.752789017172232,0.7441981
784,0.7489228947680384,0.7404891
785,0.745078527179716,0.7366466
786,0.7412039540554484,0.7334644
787,0.737357689360405,0.7299063
788,0.7334952386888287,0.72638524
789,0.7296362675886188,0.72300345
790,0.7257661259736722,0.71988666
791,0.7219038742053658,0.7160433
792,0.7180564985910205,0.7128211
793,0.7142114024693842,0.70878077
794,0.7103548009794158,0.7058618
795,0.7065156755312784,0.7021537
